번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트),기준일
1326,포스코인터내셔널,2813,0.23,10.09,2022
1327,HD한국조선해양,2766,0.22,5.53,2022
1328,SK스퀘어,2701,0.22,5.69,2022
1329,삼성중공업,2700,0.22,6.01,2022
1330,제일기획,2698,0.22,10.17,2022
1331,농심,2646,0.21,12.18,2022
1332,SKC,2637,0.21,7.87,2022
1333,넷마블,2622,0.21,5.05,2022
1334,현대제철,2574,0.21,6.3,2022
1335,LIG넥스원,2574,0.21,12.69,2022
1336,엘앤에프,2523,0.2,4.04,2022
1337,한국금융지주,2518,0.2,8.48,2022
1338,SK바이오사이언스,2514,0.2,4.45,2022
1339,신세계,2465,0.2,11.38,2022
1340,맥쿼리인프라,2460,0.2,5.5,2022
1341,삼성증권,2453,0.2,8.73,2022
1342,한솔케미칼,2438,0.2,11.6,2022
1343,금호석유,2411,0.19,6.53,2022
1344,두산밥캣,2362,0.19,6.81,2022
1345,키움증권,2290,0.18,10.4,2022
1346,LS ELECTRIC,2281,0.18,13.48,2022
1347,이마트,2268,0.18,8.3,2022
1348,현대로템,2251,0.18,7.26,2022
1349,한온시스템,2212,0.18,5.12,2022
1350,팬오션,2184,0.18,7.13,2022
1351,현대차2우B,2178,0.18,8.08,2022
1352,아모레G,2131,0.17,7.41,2022
1353,미래에셋증권,2095,0.17,5.6,2022
1354,HL만도,2090,0.17,11.04,2022
1355,메리츠증권,2082,0.17,5.43,2022
1356,영원무역,2068,0.17,9.94,2022
1357,대웅제약,2008,0.16,10.93,2022
1358,CJ,1954,0.16,7.96,2022
1359,LG디스플레이,1945,0.16,4.37,2022
1360,삼성카드,1935,0.16,5.65,2022
1361,현대오토에버,1933,0.16,7.38,2022
1362,BNK금융지주,1926,0.16,9.09,2022
1363,현대일렉트릭,1924,0.16,12.56,2022
1364,CJ대한통운,1910,0.15,8.93,2022
1365,두산,1868,0.15,13.6,2022
1366,셀트리온헬스케어,1860,0.15,2.03,2022
1367,SK아이이테크놀로지,1846,0.15,4.88,2022
1368,한전KPS,1823,0.15,12.2,2022
1369,롯데칠성,1817,0.15,11.12,2022
1370,삼성전자우,1799,0.15,0.43,2022
1371,NH투자증권,1782,0.14,6.13,2022
1372,롯데지주,1758,0.14,5.44,2022
1373,GS건설,1728,0.14,9.55,2022
1374,에스엠,1618,0.13,8.86,2022
1375,OCI,1606,0.13,8.33,2022
1376,JYP Ent.,1591,0.13,6.61,2022
1377,에스원,1573,0.13,6.98,2022
1378,쌍용C&E,1558,0.13,5.37,2022
1379,KCC,1552,0.13,8.54,2022
1380,DL,1523,0.12,12.28,2022
1381,한화생명,1506,0.12,6.26,2022
1382,휠라홀딩스,1468,0.12,7.27,2022
1383,DL이앤씨,1433,0.12,10.97,2022
1384,롯데정밀화학,1413,0.11,9.66,2022
1385,한미사이언스,1392,0.11,6.25,2022
1386,두산퓨얼셀,1391,0.11,7.23,2022
1387,에스디바이오센서,1387,0.11,4.42,2022
1388,현대두산인프라코어,1374,0.11,8.68,2022
1389,리노공업,1370,0.11,5.78,2022
1390,한전기술,1365,0.11,6.54,2022
1391,JB금융지주,1307,0.11,8.41,2022
1392,현대위아,1292,0.1,9.61,2022
1393,효성첨단소재,1289,0.1,8.63,2022
1394,DB하이텍,1281,0.1,7.77,2022
1395,한화,1269,0.1,6.6,2022
1396,일진머티리얼즈,1253,0.1,5.23,2022
1397,천보,1252,0.1,5.73,2022
1398,하이트진로,1235,0.1,6.89,2022
1399,LG화학우,1221,0.1,5.72,2022
1400,대한유화,1191,0.1,10.68,2022
1401,DGB금융지주,1180,0.1,9.98,2022
1402,에스티팜,1161,0.09,7.05,2022
1403,코스모신소재,1161,0.09,7.31,2022
1404,오뚜기,1156,0.09,6.06,2022
1405,롯데쇼핑,1124,0.09,4.37,2022
1406,스튜디오드래곤,1112,0.09,4.3,2022
1407,효성,1094,0.09,7.74,2022
1408,현대백화점,1088,0.09,7.88,2022
1409,GKL,1082,0.09,9.25,2022
1410,LX인터내셔널,1070,0.09,8.13,2022
1411,한진칼,1070,0.09,4.28,2022
1412,효성티앤씨,1067,0.09,7.05,2022
1413,한화시스템,1064,0.09,5.34,2022
1414,녹십자,1062,0.09,7.02,2022
1415,현대건설기계,1044,0.08,8.52,2022
1416,코스맥스,978,0.08,11.63,2022
1417,대우건설,971,0.08,5.59,2022
1418,삼양식품,969,0.08,10.13,2022
1419,한화오션,964,0.08,4.74,2022
1420,한국콜마,956,0.08,9.81,2022
1421,대상,950,0.08,12.53,2022
1422,덴티움,924,0.07,8.35,2022
1423,이노션,911,0.07,11.07,2022
1424,SBS,882,0.07,13.98,2022
1425,에코프로,871,0.07,3.35,2022
1426,동아쏘시오홀딩스,854,0.07,13.26,2022
1427,신세계인터내셔날,852,0.07,9.64,2022
1428,풍산,850,0.07,9.01,2022
1429,에스에프에이,835,0.07,6.38,2022
1430,동서,834,0.07,4.14,2022
1431,한국앤컴퍼니,831,0.07,6.27,2022
1432,SK케미칼,805,0.06,6.37,2022
1433,코오롱인더,802,0.06,7.08,2022
1434,종근당,785,0.06,7.97,2022
1435,한올바이오파마,777,0.06,8.35,2022
1436,서울가스,770,0.06,3.62,2022
1437,대덕전자,769,0.06,8.23,2022
1438,코리안리,754,0.06,7.87,2022
1439,동원시스템즈,753,0.06,6.4,2022
1440,아프리카TV,750,0.06,9.17,2022
1441,에코프로비엠,747,0.06,0.83,2022
1442,에스엘,745,0.06,6.99,2022
1443,한미반도체,734,0.06,6.56,2022
1444,오스템임플란트,734,0.06,3.57,2022
1445,한섬,728,0.06,10.92,2022
1446,SK가스,723,0.06,6.78,2022
1447,제주항공,704,0.06,6.14,2022
1448,진에어,694,0.06,8.08,2022
1449,후성,692,0.06,6.86,2022
1450,대성홀딩스,692,0.06,3.93,2022
1451,셀트리온(배당),687,0.06,0,2022
1452,더존비즈온,677,0.05,6.05,2022
1453,NHN,662,0.05,7.38,2022
1454,하나투어,657,0.05,6.77,2022
1455,대웅,649,0.05,5.48,2022
1456,현대엘리베이,642,0.05,5.56,2022
1457,콘텐트리중앙,640,0.05,11.64,2022
1458,동국제강,634,0.05,5.96,2022
1459,TKG휴켐스,623,0.05,7.63,2022
1460,유니드,623,0.05,11.31,2022
1461,한샘,621,0.05,5.91,2022
1462,솔브레인,620,0.05,3.66,2022
1463,오리온홀딩스,613,0.05,6.38,2022
1464,한국단자,610,0.05,11.31,2022
1465,레고켐바이오,603,0.05,5.52,2022
1466,SK리츠,596,0.05,5.5,2022
1467,더블유게임즈,593,0.05,6.83,2022
1468,와이지엔터테인먼트,591,0.05,7.22,2022
1469,롯데렌탈,577,0.05,5.7,2022
1470,CJ ENM,573,0.05,2.49,2022
1471,PI첨단소재,567,0.05,6.68,2022
1472,녹십자홀딩스,554,0.04,6.93,2022
1473,SNT모티브,546,0.04,8.89,2022
1474,한세실업,545,0.04,8.84,2022
1475,쿠쿠홈시스,541,0.04,8.21,2022
1476,KCC글라스,537,0.04,9.1,2022
1477,파라다이스,526,0.04,3.28,2022
1478,파마리서치,523,0.04,7.4,2022
1479,일진하이솔루스,514,0.04,4.74,2022
1480,롯데관광개발,512,0.04,4.9,2022
1481,명신산업,508,0.04,6.74,2022
1482,SK네트웍스,507,0.04,5.28,2022
1483,현대홈쇼핑,503,0.04,7.77,2022
1484,솔루스첨단소재,502,0.04,4.76,2022
1485,나노신소재,501,0.04,5.95,2022
1486,메가스터디교육,491,0.04,5.2,2022
1487,원익IPS,490,0.04,4.03,2022
1488,해성디에스,489,0.04,8.03,2022
1489,동진쎄미켐,485,0.04,3.15,2022
1490,영풍,485,0.04,4.35,2022
1491,화승엔터프라이즈,475,0.04,8.5,2022
1492,현대에너지솔루션,468,0.04,8.56,2022
1493,원익QnC,462,0.04,7.51,2022
1494,롯데리츠,455,0.04,4.69,2022
1495,다우기술,454,0.04,5.27,2022
1496,삼천리,453,0.04,2.86,2022
1497,현대그린푸드,453,0.04,6.89,2022
1498,삼강엠앤티,448,0.04,4.19,2022
1499,대주전자재료,447,0.04,4.06,2022
1500,파미셀,441,0.04,6.51,2022
1501,효성중공업,435,0.04,5.99,2022
1502,현대차우,430,0.03,2.39,2022
1503,솔루엠,424,0.03,4.88,2022
1504,펄어비스,420,0.03,1.56,2022
1505,휴젤,415,0.03,2.48,2022
1506,아이에스동서,415,0.03,4.76,2022
1507,한일시멘트,410,0.03,5.08,2022
1508,인터로조,408,0.03,10.93,2022
1509,ESR켄달스퀘어리츠,407,0.03,4.79,2022
1510,에이비엘바이오,404,0.03,3.67,2022
1511,동아에스티,403,0.03,7.85,2022
1512,대한해운,400,0.03,5.76,2022
1513,서진시스템,395,0.03,6.01,2022
1514,파크시스템스,394,0.03,4.97,2022
1515,코스모화학,388,0.03,5.39,2022
1516,티와이홀딩스,380,0.03,7.14,2022
1517,태광,380,0.03,8.9,2022
1518,제이알글로벌리츠,379,0.03,4.57,2022
1519,덕산네오룩스,377,0.03,3.89,2022
1520,HDC현대산업개발,374,0.03,5.67,2022
1521,넥센타이어,369,0.03,6.18,2022
1522,두산테스나,362,0.03,8.93,2022
1523,피에스케이,359,0.03,8.04,2022
1524,알테오젠,352,0.03,1.78,2022
1525,세아제강지주,345,0.03,5.69,2022
1526,세방전지,337,0.03,5.68,2022
1527,대신증권,336,0.03,5.13,2022
1528,LX홀딩스,336,0.03,5.2,2022
1529,지누스,335,0.03,5.06,2022
1530,지씨셀,332,0.03,4.46,2022
1531,삼양홀딩스,327,0.03,5.56,2022
1532,세아베스틸지주,327,0.03,5.59,2022
1533,HK이노엔,327,0.03,3.05,2022
1534,영원무역홀딩스,326,0.03,3.9,2022
1535,율촌화학,326,0.03,3.61,2022
1536,롯데제과,326,0.03,2.82,2022
1537,원익머트리얼즈,325,0.03,9.09,2022
1538,동양생명,324,0.03,4.13,2022
1539,심텍,323,0.03,3.83,2022
1540,클래시스,319,0.03,2.68,2022
1541,한국카본,315,0.03,6.49,2022
1542,하나머티리얼즈,313,0.03,4.84,2022
1543,이수페타시스,309,0.02,8.69,2022
1544,동원F&B,308,0.02,5.08,2022
1545,더네이쳐홀딩스,304,0.02,6.55,2022
1546,삼성화재우,298,0.02,6.1,2022
1547,KG스틸,293,0.02,3.97,2022
1548,이오테크닉스,293,0.02,3.57,2022
1549,보령,292,0.02,4.7,2022
1550,인텔리안테크,288,0.02,4.61,2022
1551,경동나비엔,288,0.02,5.84,2022
1552,태광산업,287,0.02,3.45,2022
1553,HSD엔진,286,0.02,5.39,2022
1554,쏘카,286,0.02,4.02,2022
1555,유진테크,282,0.02,5.55,2022
1556,SPC삼립,275,0.02,4.47,2022
1557,SK렌터카,272,0.02,8.63,2022
1558,카카오게임즈,272,0.02,0.74,2022
1559,케이카,266,0.02,4.79,2022
1560,드림텍,265,0.02,4.32,2022
1561,롯데정보통신,253,0.02,6.99,2022
1562,골프존,252,0.02,3.57,2022
1563,SK디앤디,252,0.02,5.66,2022
1564,LG전자우,252,0.02,3.48,2022
1565,엠씨넥스,249,0.02,4.96,2022
1566,SK디스커버리,247,0.02,4.3,2022
1567,콜마비앤에이치,247,0.02,2.96,2022
1568,NHN한국사이버결제,246,0.02,4.57,2022
1569,한솔제지,245,0.02,7.77,2022
1570,제이시스메디칼,242,0.02,3.99,2022
1571,일동제약,242,0.02,3.17,2022
1572,오스코텍,240,0.02,3.78,2022
1573,아세아제지,239,0.02,6.77,2022
1574,한화투자증권,238,0.02,4.73,2022
1575,메드팩토,224,0.02,4.78,2022
1576,효성화학,222,0.02,6.98,2022
1577,HL홀딩스,221,0.02,6.86,2022
1578,풀무원,217,0.02,5.07,2022
1579,이녹스첨단소재,216,0.02,3.55,2022
1580,동원산업,215,0.02,0.87,2022
1581,엔켐,213,0.02,2.56,2022
1582,유한양행(무상),211,0.02,0,2022
1583,피엔티,210,0.02,2.13,2022
1584,한화손해보험,208,0.02,3.82,2022
1585,HPSP,204,0.02,1.88,2022
1586,비에이치,203,0.02,2.63,2022
1587,티씨케이,203,0.02,1.84,2022
1588,케이씨텍,200,0.02,6.48,2022
1589,LF,197,0.02,4.24,2022
1590,LG생활건강우,196,0.02,2.96,2022
1591,쿠쿠홀딩스,195,0.02,3.34,2022
1592,성광벤드,195,0.02,5.14,2022
1593,스카이라이프,193,0.02,4.96,2022
1594,서흥,193,0.02,4.96,2022
1595,CJ프레시웨이,192,0.02,5.05,2022
1596,인탑스,191,0.02,4,2022
1597,세아제강,191,0.02,5.2,2022
1598,아모텍,187,0.02,7.93,2022
1599,HLB,185,0.01,0.56,2022
1600,레이,184,0.01,5.65,2022
1601,대동,182,0.01,5.88,2022
1602,대원제약,182,0.01,4.43,2022
1603,종근당홀딩스,178,0.01,6.71,2022
1604,아세아시멘트,178,0.01,4.93,2022
1605,삼천당제약,178,0.01,1.78,2022
1606,하나마이크론,174,0.01,3.91,2022
1607,환인제약,173,0.01,5.28,2022
1608,DN오토모티브,171,0.01,2.67,2022
1609,미래에셋생명,169,0.01,3.31,2022
1610,우리종금,167,0.01,2.56,2022
1611,네오위즈,166,0.01,2.04,2022
1612,RFHIC,165,0.01,2.74,2022
1613,루트로닉,160,0.01,3.07,2022
1614,하이록코리아,159,0.01,5.71,2022
1615,제이브이엠,156,0.01,6.31,2022
1616,에스앤에스텍,156,0.01,2.75,2022
1617,부광약품,154,0.01,2.48,2022
1618,LX세미콘,153,0.01,1.31,2022
1619,유안타증권,152,0.01,3.18,2022
1620,송원산업,147,0.01,3.56,2022
1621,국도화학,146,0.01,3.8,2022
1622,신흥에스이씨,145,0.01,4.53,2022
1623,자화전자,143,0.01,3.31,2022
1624,아시아나항공,141,0.01,1.35,2022
1625,올릭스,140,0.01,5.04,2022
1626,동성화인텍,140,0.01,4.34,2022
1627,CJ CGV,140,0.01,1.72,2022
1628,테이팩스,139,0.01,5.64,2022
1629,씨앤씨인터내셔널,139,0.01,4.58,2022
1630,상아프론테크,134,0.01,3.09,2022
1631,젬백스,132,0.01,2.8,2022
1632,SGC에너지,131,0.01,2.89,2022
1633,동화기업,130,0.01,1.3,2022
1634,삼익THK,130,0.01,5.23,2022
1635,신세계푸드,130,0.01,6.99,2022
1636,셀트리온제약,129,0.01,0.51,2022
1637,신세계 I&C,129,0.01,5.44,2022
1638,유나이티드제약,126,0.01,3.42,2022
1639,대한전선,126,0.01,0.68,2022
1640,현대코퍼레이션,124,0.01,5.8,2022
1641,한화3우B,124,0.01,3.99,2022
1642,한독,124,0.01,5.38,2022
1643,비나텍,122,0.01,5.58,2022
1644,대보마그네틱,122,0.01,2.45,2022
1645,주성엔지니어링,122,0.01,2.38,2022
1646,동국제약,120,0.01,1.63,2022
1647,데브시스터즈,120,0.01,1.82,2022
1648,CJ제일제당 우,119,0.01,5.32,2022
1649,금호석유우,115,0.01,4.71,2022
1650,아이마켓코리아,115,0.01,3.41,2022
1651,HDC,115,0.01,3.51,2022
1652,매일유업,114,0.01,2.76,2022
1653,케어젠,114,0.01,0.78,2022
1654,영진약품,114,0.01,1.92,2022
1655,농심홀딩스,111,0.01,3.61,2022
1656,한국토지신탁,111,0.01,3.35,2022
1657,에코프로에이치엔,110,0.01,1.59,2022
1658,키다리스튜디오,110,0.01,3.29,2022
1659,아모그린텍,109,0.01,5.57,2022
1660,한진,108,0.01,3.45,2022
1661,아이센스,107,0.01,2.36,2022
1662,컴투스,106,0.01,1.38,2022
1663,마크로젠,104,0.01,5.03,2022
1664,안랩,104,0.01,1.56,2022
1665,E1,104,0.01,3.33,2022
1666,빙그레,103,0.01,2.67,2022
1667,TYM,101,0.01,2.3,2022
1668,ISC,100,0.01,1.83,2022
1669,애경산업,99,0.01,1.79,2022
1670,케이씨,99,0.01,4.28,2022
1671,케이엠더블유,98,0.01,0.93,2022
1672,엔케이맥스,97,0.01,1.79,2022
1673,디어유,97,0.01,1.43,2022
1674,DL건설,97,0.01,2.95,2022
1675,테스,96,0.01,3.1,2022
1676,에스피지,96,0.01,2.52,2022
1677,신도리코,96,0.01,2.93,2022
1678,삼진제약,93,0.01,2.6,2022
1679,메디톡스,92,0.01,1.09,2022
1680,인트론바이오,92,0.01,3.31,2022
1681,네패스,90,0.01,2.51,2022
1682,F&F홀딩스,90,0.01,0.76,2022
1683,미래에셋증권2우B,90,0.01,1.79,2022
1684,와이지-원,90,0.01,4.59,2022
1685,한국콜마홀딩스,89,0.01,3.03,2022
1686,남해화학,88,0.01,2.09,2022
1687,코람코에너지리츠,88,0.01,1.85,2022
1688,한국철강,85,0.01,3.31,2022
1689,LS전선아시아,84,0.01,3.78,2022
1690,삼성SDI우,84,0.01,1.87,2022
1691,서부T&D,81,0.01,1.73,2022
1692,클리오,81,0.01,2.75,2022
1693,대창단조,80,0.01,3.47,2022
1694,포스코 ICT,80,0.01,0.84,2022
1695,지역난방공사,80,0.01,2.42,2022
1696,NICE평가정보,79,0.01,1.07,2022
1697,에치에프알,79,0.01,1.58,2022
1698,윈스,78,0.01,4.41,2022
1699,아모레퍼시픽우,78,0.01,1.52,2022
1700,셀트리온헬스케어배당(보),77,0.01,0,2022
1701,아미코젠,77,0.01,2.01,2022
1702,대한제강,77,0.01,2.87,2022
1703,더블유씨피,76,0.01,0.56,2022
1704,무림P&P,74,0.01,2.74,2022
1705,인텍플러스,73,0.01,4.18,2022
1706,에이프로젠,72,0.01,1.67,2022
1707,삼영전자,72,0.01,3.89,2022
1708,와이솔,72,0.01,3.82,2022
1709,한미약품(무상),72,0.01,0,2022
1710,일신방직,71,0.01,2.87,2022
1711,이녹스,70,0.01,3.41,2022
1712,LX하우시스,70,0.01,2.51,2022
1713,세진중공업,69,0.01,2.37,2022
1714,NICE,69,0.01,1.41,2022
1715,동성케미컬,69,0.01,2.92,2022
1716,위메이드,68,0.01,0.64,2022
1717,레인보우로보틱스,68,0.01,1.17,2022
1718,와이엠티,67,0.01,2.94,2022
1719,인선이엔티,66,0.01,1.72,2022
1720,코오롱글로벌,66,0.01,1.4,2022
1721,피에이치에이,66,0.01,4.44,2022
1722,화신,65,0.01,2.6,2022
1723,큐리언트,65,0.01,5.32,2022
1724,대양전기공업,65,0.01,5.67,2022
1725,크리스에프앤씨,65,0.01,2.69,2022
1726,삼양사,65,0.01,1.63,2022
1727,삼영무역,65,0.01,2.81,2022
1728,휴온스,65,0.01,1.86,2022
1729,풍산홀딩스,64,0.01,2.19,2022
1730,대상홀딩스,64,0.01,2.29,2022
1731,진성티이씨,64,0.01,2.17,2022
1732,애경케미칼,64,0.01,1.47,2022
1733,이수화학,64,0.01,1.25,2022
1734,파트론,63,0.01,1.32,2022
1735,고영,63,0.01,0.72,2022
1736,고려제강,63,0.01,1.4,2022
1737,씨젠,62,0.01,0.44,2022
1738,인터플렉스,62,0.01,2.92,2022
1739,DI동일,62,0.01,1.61,2022
1740,성일하이텍,62,0,0.51,2022
1741,노바렉스,61,0,3.23,2022
1742,TCC스틸,61,0,2.59,2022
1743,현대차3우B,61,0,3.46,2022
1744,KPX케미칼,61,0,2.45,2022
1745,SNT중공업,60,0,1.94,2022
1746,월덱스,59,0,1.94,2022
1747,코나아이,59,0,2.4,2022
1748,한일홀딩스,59,0,1.76,2022
1749,신한알파리츠,58,0,1.2,2022
1750,원텍,58,0,1.42,2022
1751,진원생명과학,58,0,1.04,2022
1752,신대양제지,58,0,1.66,2022
1753,아세아,57,0,1.97,2022
1754,삼양패키징,57,0,1.92,2022
1755,금양,56,0,0.41,2022
1756,SIMPAC,56,0,1.83,2022
1757,엠로,56,0,3.79,2022
1758,피엔에이치테크,56,0,3.82,2022
1759,삼화콘덴서,56,0,1.78,2022
1760,테크윙,55,0,2.63,2022
1761,미원상사,55,0,0.68,2022
1762,NEW,54,0,2.39,2022
1763,신영증권,54,0,1.01,2022
1764,한국자산신탁,52,0,1.41,2022
1765,엘비세미콘,52,0,1.8,2022
1766,코리아써키트,52,0,1.82,2022
1767,수산인더스트리,51,0,1.61,2022
1768,에스티아이,50,0,2.66,2022
1769,멕아이씨에스,50,0,5.3,2022
1770,세방,49,0,0.85,2022
1771,아모레G우,49,0,5.5,2022
1772,SNT홀딩스,49,0,1.91,2022
1773,코텍,49,0,3.44,2022
1774,미원에스씨,49,0,0.62,2022
1775,삼아알미늄,48,0,1.05,2022
1776,노루페인트,48,0,3.09,2022
1777,바이오니아,47,0,0.62,2022
1778,태경산업,47,0,2.48,2022
1779,디와이파워,47,0,3.45,2022
1780,뷰웍스,46,0,1.54,2022
1781,영풍정밀,46,0,2.45,2022
1782,유니셈,46,0,2.66,2022
1783,사조대림,46,0,1.84,2022
1784,웹젠,46,0,0.85,2022
1785,코미코,46,0,1.06,2022
1786,엘앤씨바이오,45,0,0.87,2022
1787,광주신세계,45,0,1.76,2022
1788,한국정보통신,44,0,1.04,2022
1789,나스미디어,43,0,1.65,2022
1790,이연제약,43,0,1.11,2022
1791,한국쉘석유,43,0,1.42,2022
1792,S-Oil우,43,0,1.98,2022
1793,이오플로우,43,0,0.94,2022
1794,넥스틴,42,0,0.85,2022
1795,코윈테크,42,0,1.88,2022
1796,넥슨게임즈,42,0,0.49,2022
1797,KH바텍,42,0,1.27,2022
1798,리파인,42,0,2.7,2022
1799,에스제이그룹,41,0,2.51,2022
1800,바이넥스,40,0,1.1,2022
1801,나이스정보통신,39,0,1.48,2022
1802,한국공항,39,0,3.09,2022
1803,종근당(무상),39,0,0,2022
1804,대한약품,39,0,2.13,2022
1805,쿠콘,39,0,1.16,2022
1806,서연이화,39,0,1.82,2022
1807,덕산하이메탈,39,0,1.77,2022
1808,BGF,38,0,0.93,2022
1809,우주일렉트로,38,0,2.86,2022
1810,KSS해운,38,0,1.8,2022
1811,롯데하이마트,38,0,1.3,2022
1812,코스맥스비티아이,38,0,4.41,2022
1813,에이스토리,38,0,1.55,2022
1814,신라교역,37,0,2.06,2022
1815,티에스이,37,0,0.91,2022
1816,SK이노베이션우,36,0,3.11,2022
1817,성신양회,36,0,1.53,2022
1818,선진,36,0,1.61,2022
1819,대덕,36,0,1.69,2022
1820,동부건설,36,0,2.14,2022
1821,나무가,35,0,1.27,2022
1822,금호타이어,35,0,0.44,2022
1823,사람인에이치알,35,0,1.13,2022
1824,제이스텍,34,0,3.06,2022
1825,이리츠코크렙,34,0,1.04,2022
1826,금화피에스시,34,0,1.98,2022
1827,디앤씨미디어,34,0,1.22,2022
1828,CJ4우(전환),34,0,1.1,2022
1829,서울반도체,34,0,0.57,2022
1830,JW중외제약,33,0,0.8,2022
1831,신풍제약,33,0,0.3,2022
1832,유니퀘스트,33,0,1.44,2022
1833,HDC랩스,32,0,1.65,2022
1834,디오,32,0,1.03,2022
1835,하이비젼시스템,32,0,1.18,2022
1836,삼성전기우,32,0,1.72,2022
1837,이랜텍,31,0,1.1,2022
1838,로보티즈,31,0,1.16,2022
1839,효성ITX,31,0,1.98,2022
1840,신성통상,31,0,0.95,2022
1841,백산,30,0,1.59,2022
1842,락앤락,30,0,0.96,2022
1843,광동제약,30,0,0.96,2022
1844,아난티,30,0,0.52,2022
1845,하나제약,30,0,0.91,2022
1846,액트로,30,0,4.91,2022
1847,티앤엘,29,0,1,2022
1848,현대바이오,29,0,0.27,2022
1849,일진다이아,29,0,1.24,2022
1850,오로라,29,0,3.32,2022
1851,모두투어,29,0,0.89,2022
1852,금호건설,29,0,1.11,2022
1853,루닛,28,0,0.78,2022
1854,유니드비티플러스,28,0,3.19,2022
1855,비츠로셀,28,0,1.03,2022
1856,남양유업,28,0,0.8,2022
1857,에코프로배당(보),28,0,0,2022
1858,코오롱,28,0,1.01,2022
1859,한미사이언스(무상),28,0,0,2022
1860,코엔텍,27,0,0.72,2022
1861,솔브레인홀딩스,27,0,0.55,2022
1862,한미글로벌,27,0,0.93,2022
1863,네패스아크,27,0,1.25,2022
1864,신성이엔지,27,0,0.85,2022
1865,티앤알바이오팹,27,0,1.12,2022
1866,AJ네트웍스,27,0,1.01,2022
1867,덕산테코피아,27,0,1.09,2022
1868,롯데손해보험,27,0,0.61,2022
1869,팜스코,27,0,1.88,2022
1870,휴온스글로벌,27,0,1.13,2022
1871,레드캡투어,26,0,1.62,2022
1872,디와이,26,0,1.9,2022
1873,코오롱플라스틱,26,0,0.79,2022
1874,네이처셀,26,0,0.27,2022
1875,현대차증권,26,0,0.9,2022
1876,자이에스앤디,26,0,1.1,2022
1877,대한제분,26,0,1.15,2022
1878,조선내화,26,0,0.84,2022
1879,강남제비스코,26,0,1.89,2022
1880,레이언스,25,0,1.39,2022
1881,도화엔지니어링,25,0,0.91,2022
1882,하나기술,25,0,0.62,2022
1883,예스코홀딩스,25,0,1.33,2022
1884,현대리바트,25,0,1.42,2022
1885,제이에스코퍼레이션,25,0,1.39,2022
1886,샘표식품,25,0,1.56,2022
1887,위지윅스튜디오,25,0,0.33,2022
1888,디바이스이엔지,24,0,2.51,2022
1889,세아홀딩스,24,0,0.56,2022
1890,DL이앤씨2우(전환),24,0,4.41,2022
1891,잇츠한불,24,0,0.61,2022
1892,대한제당,24,0,1.03,2022
1893,일양약품,23,0,0.63,2022
1894,화승인더,23,0,1.08,2022
1895,AP시스템,23,0,0.82,2022
1896,한국알콜,23,0,1.07,2022
1897,KPX홀딩스,23,0,1,2022
1898,엠아이텍,23,0,0.64,2022
1899,뉴프렉스,23,0,1.26,2022
1900,경인양행,23,0,1.32,2022
1901,한솔로지스틱스,22,0,2.9,2022
1902,교보증권,22,0,0.66,2022
1903,비씨엔씨,22,0,1.2,2022
1904,한일현대시멘트,22,0,0.65,2022
1905,웅진씽크빅,22,0,0.79,2022
1906,농우바이오,22,0,1.57,2022
1907,NH올원리츠,22,0,1.52,2022
1908,DL이앤씨우,22,0,4.41,2022
1909,제일약품,22,0,0.7,2022
1910,동아타이어,22,0,1.39,2022
1911,티웨이항공,22,0,0.55,2022
1912,LG헬로비전,22,0,0.63,2022
1913,도이치모터스,22,0,1.19,2022
1914,DL우,21,0,3.74,2022
1915,아모레G3우(전환),21,0,1.08,2022
1916,포스코스틸리온,21,0,1.1,2022
1917,금강공업,21,0,1.17,2022
1918,아이티엠반도체,21,0,0.36,2022
1919,한양이엔지,21,0,0.81,2022
1920,신한서부티엔디리츠,21,0,1.03,2022
1921,SFA반도체,21,0,0.33,2022
1922,모토닉,21,0,0.79,2022
1923,크레버스,21,0,0.99,2022
1924,펩트론,21,0,1.32,2022
1925,원익홀딩스,21,0,0.79,2022
1926,태경비케이,21,0,1.43,2022
1927,KG케미칼,20,0,0.71,2022
1928,삼양통상,20,0,1.27,2022
1929,삼성출판사,20,0,0.81,2022
1930,파인엠텍,19,0,0.97,2022
1931,AK홀딩스,19,0,0.84,2022
1932,HLB생명과학,19,0,0.19,2022
1933,이노와이어리스,19,0,0.83,2022
1934,휴니드,19,0,2.23,2022
1935,퍼시스,19,0,0.54,2022
1936,NPC,19,0,0.88,2022
1937,대현,19,0,1.93,2022
1938,경동도시가스,18,0,1.24,2022
1939,한세예스24홀딩스,18,0,0.99,2022
1940,세이브존I&C,18,0,1.79,2022
1941,차바이오텍,18,0,0.25,2022
1942,신영와코루,18,0,1.81,2022
1943,하이트진로홀딩스,18,0,0.8,2022
1944,한글과컴퓨터,18,0,0.58,2022
1945,삼일씨엔에스,18,0,2.48,2022
1946,에이피티씨,18,0,0.69,2022
1947,동화약품,17,0,0.67,2022
1948,화천기공,17,0,2.58,2022
1949,대성에너지,17,0,0.68,2022
1950,에이플러스에셋,17,0,1.57,2022
1951,일진전기,17,0,0.87,2022
1952,JW생명과학,17,0,0.89,2022
1953,한솔테크닉스,17,0,1.04,2022
1954,SK증권,17,0,0.58,2022
1955,경보제약,17,0,0.71,2022
1956,KISCO홀딩스,17,0,0.67,2022
1957,동아지질,17,0,0.97,2022
1958,엘오티베큠,17,0,0.82,2022
